,Height,Weight
0,130.49671415301123,29.861735698828817
1,130.64768853810068,31.523029856408023
2,129.76584662527665,29.76586304305082
3,131.5792128155074,30.76743472915291
4,129.53052561406506,30.542560043585965
5,129.53658230718753,29.53427024642974
6,130.24196227156602,28.0867197553422
7,128.27508216748697,29.437712470759028
8,128.98716887966555,30.314247332595272
9,129.0919759244788,28.58769629866471
10,131.46564876892157,29.774223699513463
11,130.06752820468793,28.575251813786544
12,129.45561727547482,30.110922589709865
13,128.8490064225777,30.375698018345677
14,129.3993613100812,29.708306250206725
15,129.3982933877706,31.852278184508936
16,129.98650277526207,28.9422890710441
17,130.82254491210318,28.779156350028977
18,130.20886359500474,28.040329876120225
19,128.67181395110157,30.19686123586912
20,130.73846657999542,30.17136828118997
21,129.88435171761176,29.69889630441071
22,128.52147800963257,29.28015579160529
23,129.53936122904022,31.057122226218915
24,130.34361828956847,28.236959844637266
25,130.3240839693948,29.614917719583683
26,129.32307799969405,30.61167628884087
27,131.03099952249596,30.9312801191162
28,129.16078247677737,29.690787624148783
29,130.33126343140356,30.97554512712236
30,129.52082576215471,29.814341023336183
31,128.89366502599398,28.80379337591933
32,130.8125258223942,31.356240028570824
33,129.92798987841968,31.003532897892025
34,130.36163602504763,29.35488024539488
35,130.36139560550842,31.53803656646597
36,129.96417396089004,31.56464365581401
37,127.38025489591026,30.821902504375224
38,130.08704706823818,29.700992649534133
39,130.0917607765355,28.012431085399108
40,129.7803281121625,30.357112571511745
41,131.4778940447415,29.48172978172635
42,129.19150639710682,29.498242956415464
43,130.9154021177021,30.328751109659684
44,129.47023979623296,30.51326743311336
45,130.09707754934803,30.96864499053289
46,129.29794690612266,29.672337853402237
47,129.60789184686783,28.53648505186788
48,130.29612027706457,30.261055272179888
49,130.00511345664245,29.765412866624853
50,128.5846292579496,39.57935467723464
51,129.65728548347323,39.19772273077838
52,129.838714288334,40.404050856814536
53,131.88618590121052,40.17457781283184
54,130.25755039072277,39.92555408423383
55,128.08122878470095,39.97348612455078
56,130.06023020994104,42.46324211248529
57,129.80763903521887,40.30154734233361
58,129.96528823029476,38.83132196238047
59,131.14282281451503,40.75193303268677
60,130.79103194704305,39.09061254520526
61,131.4027943109361,38.59814893720772
62,130.58685709380026,42.19045562580998
63,129.00946367486932,39.43370227039723
64,130.09965136508765,39.4965243458838
65,128.44933656893386,40.06856297480603
66,128.9376962862739,40.47359243063518
67,129.08057576576618,41.54993440501754
68,129.21674670766376,39.67793848379432
69,130.81351721736968,38.76913568356604
70,130.22745993460413,41.30714275428243
71,128.39251676543878,40.1846338585323
72,130.25988279424843,40.78182287177731
73,128.7630492891219,38.679543386915725
74,130.52194156561688,40.29698467323318
75,130.25049285034586,40.34644820949698
76,129.3199752784215,40.232253697161006
77,130.29307247329868,39.28564858197363
78,131.86577451114476,40.47383292091179
79,128.80869650279735,40.65655360863383
80,129.0253183297727,40.78708460374245
81,131.1585955790074,39.17931768164829
82,130.96337612924432,40.4127809269365
83,130.8220601599945,41.89679298265395
84,129.75461188399714,39.24626383564251
85,129.11048557037446,39.18418971503456
86,129.9228982905859,40.34115197481665
87,130.27669079933003,40.827183249036025
88,130.0130018918779,41.45353407715732
89,129.73534316676205,42.72016916658962
90,130.62566734776502,39.14284244358372
91,128.9291075019389,40.48247241524319
92,129.77653721467414,40.71400049409209
93,130.47323762457356,39.927171087343126
94,129.1532062819316,38.48515277531413
95,129.55348504793298,40.85639879432348
96,130.2140937441302,38.75426122128801
97,130.17318092585117,40.38531737972884
98,129.11614256379886,40.153725105945526
99,130.058208718446,38.85702970216938
162,138.9939826185003,33.78581138721227
173,138.55191565850268,33.59253622562345
191,137.87610427569018,34.47424497831924
