,Height,Weight
100,130.35778736034828,60.56078452636824
101,131.08305124317528,61.0538020520349
102,128.62233063204292,59.06217496008488
103,130.51503526720865,60.51378595091221
104,130.51504768630605,63.85273149065472
105,130.57089051069318,61.1355656401806
106,130.9540017634932,60.6513912513058
107,129.68473075535965,60.75896922049327
108,129.22717478546244,59.76318139325999
109,129.5146364521709,60.08187413938632
110,132.3146585666735,58.132734807408255
111,130.68626019037453,58.38728412881035
112,129.52806813421057,61.088950596967365
113,130.06428001909546,58.922255222070696
114,129.28469629074004,60.67959774893468
115,129.26963336828285,60.216458589581976
116,130.0455718399038,59.348399652394185
117,132.14394408932532,60.63391902231801
118,127.9748574133424,60.18645431476943
119,129.3382135352316,60.852433334796224
120,129.2074792615673,59.885263558533104
121,130.50498727898045,60.86575519417012
122,128.7997035929442,59.665498764159054
123,129.52505468883905,59.34667076742629
124,131.7654542402811,60.40498171096095
125,128.73911604566496,60.91786194705477
126,132.12215619701263,61.03246526055115
127,128.480630034046,59.51576592713375
128,131.26691114918663,59.29233053438122
129,130.44381942814624,60.77463405342934
130,129.0730695284219,59.9404746439382
131,126.75873265993091,58.97561235866571
132,129.74743184860685,58.75221681803515
133,131.63241130393163,58.56985862203937
134,129.559955513303,60.13074057728609
135,131.44127328906612,58.56413784882056
136,131.16316375215496,60.01023306101958
137,129.01849134895204,60.46210347426327
138,130.19905969557348,59.39978312284121
139,130.06980208499002,59.61468640313824
140,130.11351734525124,60.662130674521045
141,131.58601681614536,58.76218450117315
142,132.13303337465626,58.0479122004775
143,129.8482149049644,60.588317206484575
144,130.28099186773505,59.37730048017941
145,129.79187774964274,59.50699906534117
146,129.4106352430558,60.84960209702103
147,130.35701548596504,59.30709040473935
148,130.89959987543324,60.30729952087661
149,130.81286211883895,60.62962884192361
210,142.06074792488198,46.7553408424432
239,143.07888080845524,46.119574911434576
250,140.92617754753164,66.90941664047013
251,138.60143242618085,65.56296923669058
252,139.34935743087817,64.51287461623531
253,139.40760607576112,64.13600923032018
254,140.04852162794484,64.16904988358897
